t,cbhIdx5,cbhIdx1
2018-04-25,1163.340202,1111.259906
2018-04-26,1170.879659,1128.277266
2018-04-27,1171.533401,1130.554388
2018-04-30,1160.849585,1125.156457
2018-05-01,1159.430473,1130.212472
2018-05-02,1151.978981,1124.077268
2018-05-03,1151.36204,1121.533724
2018-05-04,1164.539365,1134.939494
2018-05-07,1166.703843,1144.540588
2018-05-08,1159.56722,1144.065133
2018-05-09,1169.552834,1155.437219
2018-05-10,1179.287266,1165.993842
2018-05-11,1181.175606,1165.854471
2018-05-14,1180.785657,1168.339197
2018-05-15,1175.380384,1158.000137
2018-05-16,1181.556224,1164.889294
2018-05-17,1183.607616,1164.128884
2018-05-18,1182.491174,1163.659889
2018-05-21,1186.893755,1172.703428
2018-05-22,1183.374596,1166.232258
2018-05-23,1186.669001,1172.936612
2018-05-24,1185.531238,1169.641005
2018-05-25,1187.134542,1166.718092
2018-05-28,1187.134542,1166.718092
2018-05-29,1179.763781,1160.291665
2018-05-30,1190.177168,1177.899185
2018-05-31,1179.862011,1172.290819
2018-06-01,1188.999222,1181.385689
2018-06-04,1197.237423,1187.214113
2018-06-05,1204.020714,1191.556987
2018-06-06,1210.242379,1198.670992
2018-06-07,1211.276057,1194.112078
2018-06-08,1219.149797,1199.033639
2018-06-11,1221.310218,1201.878296
2018-06-12,1229.75245,1210.099663
2018-06-13,1224.925204,1208.023798
2018-06-14,1232.055818,1218.688372
2018-06-15,1236.293358,1215.715117
2018-06-18,1234.879286,1215.975833
2018-06-19,1232.003522,1215.906289
2018-06-20,1235.850697,1225.433482
2018-06-21,1228.554803,1219.936985
2018-06-22,1231.719442,1217.72026
2018-06-25,1218.92189,1188.21399
2018-06-26,1221.358029,1203.059272
2018-06-27,1206.939517,1186.791851
2018-06-28,1214.268145,1198.690705
2018-06-29,1215.07839,1201.755197
2018-07-02,1216.831613,1206.61617
2018-07-03,1216.665882,1200.229742
2018-07-04,1216.665882,1200.229742
2018-07-05,1229.46493,1212.450586
2018-07-06,1240.475594,1227.575933
2018-07-09,1240.645541,1238.415301
2018-07-10,1246.479599,1241.905393
2018-07-11,1240.763228,1239.178496
2018-07-12,1248.144507,1256.075823
2018-07-13,1250.433203,1254.256496
2018-07-16,1244.040909,1251.020029
2018-07-17,1251.613176,1254.491647
2018-07-18,1251.24686,1255.442861
2018-07-19,1249.394037,1247.533553
2018-07-20,1247.427303,1240.355232
2018-07-23,1247.51706,1239.592056
2018-07-24,1239.855143,1241.701439
2018-07-25,1252.618394,1257.321743
2018-07-26,1257.038512,1250.658125
2018-07-27,1245.30005,1237.520142
2018-07-30,1233.818851,1219.755952
2018-07-31,1242.475785,1233.381772
2018-08-01,1238.618984,1235.902882
2018-08-02,1250.759985,1247.704098
2018-08-03,1253.96001,1247.863033
2018-08-06,1261.000844,1258.631662
2018-08-07,1266.261036,1263.128635
2018-08-08,1263.731113,1266.514657
2018-08-09,1262.44244,1266.172455
2018-08-10,1259.514018,1257.002422
2018-08-13,1253.115259,1253.411719
2018-08-14,1264.232741,1261.591282
2018-08-15,1244.178513,1241.14429
2018-08-16,1251.899557,1239.837229
2018-08-17,1258.083838,1238.323925
2018-08-20,1264.912731,1241.522793
2018-08-21,1270.628418,1247.113065
2018-08-22,1273.449646,1254.314755
2018-08-23,1272.170335,1252.310919
2018-08-24,1281.732746,1267.063165
2018-08-27,1288.702062,1280.277927
2018-08-28,1288.965356,1280.306245
2018-08-29,1299.438624,1296.766777
2018-08-30,1297.035407,1293.228918
2018-08-31,1298.250249,1290.613071
2018-09-03,1298.250249,1290.613071
2018-09-04,1295.188589,1282.870193
2018-09-05,1288.924958,1260.174141
2018-09-06,1279.495821,1247.208272
2018-09-07,1278.226116,1245.83863
2018-09-10,1282.782534,1250.236192
2018-09-11,1285.105237,1260.413328
2018-09-12,1287.281809,1261.287503
2018-09-13,1291.628185,1265.64853
2018-09-14,1290.306944,1266.366024
2018-09-17,1280.683768,1246.442481
2018-09-18,1290.634697,1256.505539
2018-09-19,1286.994819,1253.398394
2018-09-20,1297.60571,1262.188323
2018-09-21,1301.074186,1251.998247
2018-09-24,1293.63097,1257.044954
2018-09-25,1293.539194,1261.674771
2018-09-26,1291.478443,1262.46008
2018-09-27,1291.182942,1273.548609
2018-09-28,1292.927233,1270.894188
2018-10-01,1295.896165,1272.261286
2018-10-02,1294.446338,1259.945706
2018-10-03,1297.926278,1260.821731
2018-10-04,1285.34117,1234.94355
2018-10-05,1275.738847,1224.481197
2018-10-08,1273.494526,1212.974018
2018-10-09,1266.247153,1211.794607
2018-10-10,1223.710581,1153.178617
2018-10-11,1199.067797,1137.080687
2018-10-12,1212.462538,1165.964507
2018-10-15,1211.678988,1151.425644
2018-10-16,1240.676906,1187.223889
2018-10-17,1234.008413,1188.307906
2018-10-18,1218.514661,1161.945426
2018-10-19,1209.257793,1158.077041
2018-10-22,1206.805339,1161.647576
2018-10-23,1186.676654,1155.383837
2018-10-24,1142.965482,1098.376274
2018-10-25,1162.568742,1137.354967
2018-10-26,1150.998265,1097.924709
2018-10-29,1144.459144,1063.410869
2018-10-30,1164.811986,1074.210511
2018-10-31,1166.608933,1102.542713
2018-11-01,1187.803397,1122.071502
2018-11-02,1183.795325,1113.724237
2018-11-05,1187.870687,1106.630008
2018-11-06,1192.851164,1112.411806
2018-11-07,1211.694113,1154.898171
2018-11-08,1204.604098,1147.33614
2018-11-09,1194.695832,1126.079076
2018-11-12,1174.812543,1085.83894
2018-11-13,1172.342867,1086.356812
2018-11-14,1165.092813,1073.60417
2018-11-15,1174.591876,1091.278831
2018-11-16,1183.205143,1077.172837
2018-11-19,1166.256122,1028.316696
2018-11-20,1142.99288,1016.262685
2018-11-21,1153.470659,1027.469434
2018-11-22,1153.470659,1027.469434
2018-11-23,1146.047448,1021.799874
2018-11-26,1156.918015,1051.669696
2018-11-27,1156.102445,1051.876812
2018-11-28,1175.181429,1097.39763
2018-11-29,1173.035856,1095.863403
2018-11-30,1177.228752,1104.01685
2018-12-03,1196.524391,1130.437984
2018-12-04,1167.304831,1082.281145
2018-12-05,1167.304831,1082.281145
2018-12-06,1167.766232,1094.313545
2018-12-07,1146.769034,1055.718719
2018-12-10,1146.411523,1064.421369
2018-12-11,1148.55036,1063.486223
2018-12-12,1149.459414,1074.039799
2018-12-13,1150.689278,1070.762098
2018-12-14,1139.932703,1042.438203
2018-12-17,1112.857858,1007.147675
2018-12-18,1110.477224,1017.422848
2018-12-19,1099.232793,996.5873941
2018-12-20,1084.943443,975.4787856
2018-12-21,1071.024726,940.9025065
2018-12-24,1038.72761,917.0619718
2018-12-25,1038.72761,917.0619718
2018-12-26,1078.360149,978.3747039
2018-12-27,1087.53545,983.1338336
2018-12-28,1084.673655,986.1940612
2018-12-31,1094.566473,998.4346935
2019-01-01,1094.566473,998.4346935
2019-01-02,1094.849146,999.5190806
2019-01-03,1085.780981,974.4413851
2019-01-04,1114.480157,1019.511142
2019-01-07,1124.98567,1043.323403
2019-01-08,1140.881474,1058.267318
2019-01-09,1139.836372,1065.902899
2019-01-10,1145.514176,1072.480869
2019-01-11,1147.303028,1072.642185
2019-01-14,1138.450291,1062.343728
2019-01-15,1144.43872,1088.124506
2019-01-16,1142.046457,1089.070915
2019-01-17,1145.519669,1098.524635
2019-01-18,1158.915647,1106.256267
2019-01-21,1158.915647,1106.256267
2019-01-22,1139.761158,1085.751903
2019-01-23,1149.011474,1084.697925
2019-01-24,1147.67419,1090.742803
2019-01-25,1155.916004,1105.224223
2019-01-28,1152.018213,1093.340887
2019-01-29,1149.281651,1082.99239
2019-01-30,1156.762563,1108.66935
2019-01-31,1174.652576,1122.707076
2019-02-01,1177.745472,1114.714424
2019-02-04,1178.619268,1124.720709
2019-02-05,1183.10473,1132.435453
2019-02-06,1179.277058,1125.870795
2019-02-07,1170.127192,1115.803762
2019-02-08,1172.464932,1120.053999
2019-02-11,1175.298238,1126.963576
2019-02-12,1185.99025,1145.255959
2019-02-13,1189.020379,1145.934729
2019-02-14,1188.895135,1145.068491
2019-02-15,1201.367077,1150.618078
2019-02-18,1201.367077,1150.618078
2019-02-19,1206.941353,1153.294325
2019-02-20,1213.637972,1151.806434
2019-02-21,1212.746944,1147.207599
2019-02-22,1223.442985,1154.899994
2019-02-25,1218.71112,1155.84824
2019-02-26,1214.219428,1156.124813
2019-02-27,1212.659919,1159.451991
2019-02-28,1205.67285,1157.791942
2019-03-01,1213.860364,1172.566217
2019-03-04,1209.430266,1162.737252
2019-03-05,1205.564315,1159.087573
2019-03-06,1197.499988,1145.841542
2019-03-07,1190.69271,1134.169334
2019-03-08,1187.328851,1131.589203
2019-03-11,1210.624605,1155.200517
2019-03-12,1216.312649,1159.619537
2019-03-13,1223.155421,1168.37836
2019-03-14,1225.600767,1167.874084
2019-03-15,1232.761382,1169.802081
2019-03-18,1238.95388,1176.044633
2019-03-19,1237.882956,1181.162573
2019-03-20,1237.081758,1184.20089
2019-03-21,1257.409288,1202.593711
2019-03-22,1230.372311,1174.666822
2019-03-25,1229.274792,1175.986336
2019-03-26,1235.198469,1183.155891
2019-03-27,1234.386505,1172.168109
